condition_name,symptoms,description,severity_score,urgency_tier,precautions,recommended_specialty
Fungal infection,"itching, skin_rash, nodal_skin_eruptions, dischromic_patches","In humans, fungal infections occur when an invading fungus takes over an area of the body and is too much for the immune system to handle. Fungi can live in the air, soil, water, and plants. There are also some fungi that live naturally in the human body. Like many microbes, there are helpful fungi and harmful fungi.",4.0,Medium,bath twice | use detol or neem in bathing water | keep infected area dry | use clean cloths,
Chicken pox,"itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body","Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.",7.0,High,use neem in bathing | consume neem leaves | take vaccine | avoid public places,
Dengue,"skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body","an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. — called also breakbone fever, dengue fever.",7.0,High,drink papaya leaf juice | avoid fatty spicy food | keep mosquitos away | keep hydrated,
Typhoid,"chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain","An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",7.0,High,eat high calorie vegitables | antiboitic therapy | consult doctor | medication,
hepatitis A,"joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain",Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,6.0,High,Consult nearest hospital | wash hands through | avoid fatty spicy food | medication,
Hepatitis B,"itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections","Hepatitis B is an infection of your liver. It can cause scarring of the organ, liver failure, and cancer. It can be fatal if it isn't treated. It's spread when people come in contact with the blood, open sores, or body fluids of someone who has the hepatitis B virus.",6.0,High,consult nearest hospital | vaccination | eat healthy | medication,
Hepatitis C,"fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history","Inflammation of the liver due to the hepatitis C virus (HCV), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. The damage hepatitis C does to the liver can lead to cirrhosis and its complications as well as cancer.",5.0,Medium,Consult nearest hospital | vaccination | eat healthy | medication,
Hepatitis D,"joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes","Hepatitis D, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. This swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. The condition is caused by the hepatitis D virus (HDV).",5.0,Medium,consult doctor | medication | eat healthy | follow up,
Hepatitis E,"joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding",A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does not cause chronic liver disease.,7.0,High,stop alcohol consumption | rest | consult doctor | medication,
Alcoholic hepatitis,"vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload","Alcoholic hepatitis is a diseased, inflammatory condition of the liver caused by heavy alcohol consumption over an extended period of time. It's also aggravated by binge drinking and ongoing alcohol use. If you develop this condition, you must stop drinking alcohol",7.0,High,stop alcohol consumption | consult doctor | medication | follow up,
Tuberculosis,"chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum","Tuberculosis (TB) is an infectious disease usually caused by Mycobacterium tuberculosis (MTB) bacteria. Tuberculosis generally affects the lungs, but can also affect other parts of the body. Most infections show no symptoms, in which case it is known as latent tuberculosis.",7.0,High,cover mouth | consult doctor | medication | rest,
Common Cold,"continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain","The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold.",7.0,High,drink vitamin c rich drinks | take vapour | avoid cold food | keep fever in check,
Pneumonia,"chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum","Pneumonia is an infection in one or both lungs. Bacteria, viruses, and fungi cause it. The infection causes inflammation in the air sacs in your lungs, which are called alveoli. The alveoli fill with fluid or pus, making it difficult to breathe.",7.0,High,consult doctor | medication | rest | follow up,
Dimorphic hemmorhoids(piles),"constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus",,6.0,High,avoid fatty spicy food | consume witch hazel | warm bath with epsom salt | consume alovera juice,
Heart attack,"vomiting, breathlessness, sweating, chest_pain","The death of heart muscle due to the loss of blood supply. The loss of blood supply is usually caused by a complete blockage of a coronary artery, one of the arteries that supplies blood to the heart muscle.",7.0,High,call ambulance | chew or swallow asprin | keep calm | nan,
Varicose veins,"fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf","A vein that has enlarged and twisted, often appearing as a bulging, blue blood vessel that is clearly visible through the skin. Varicose veins are most common in older adults, particularly women, and occur especially on the legs.",6.0,High,lie down flat and raise the leg high | use oinments | use vein compression | dont stand still for long,
Hypothyroidism,"fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation","Hypothyroidism, also called underactive thyroid or low thyroid, is a disorder of the endocrine system in which the thyroid gland does not produce enough thyroid hormone.",6.0,High,reduce stress | exercise | eat healthy | get proper sleep,
Hyperthyroidism,"fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation","Hyperthyroidism (overactive thyroid) occurs when your thyroid gland produces too much of the hormone thyroxine. Hyperthyroidism can accelerate your body's metabolism, causing unintentional weight loss and a rapid or irregular heartbeat.",6.0,High,eat healthy | massage | use lemon balm | take radioactive iodine treatment,
Hypoglycemia,"vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations", Hypoglycemia is a condition in which your blood sugar (glucose) level is lower than normal. Glucose is your body's main energy source. Hypoglycemia is often related to diabetes treatment. But other drugs and a variety of conditions — many rare — can cause low blood sugar in people who don't have diabetes.,5.0,Medium,lie down on side | check in pulse | drink sugary drinks | consult doctor,
Osteoarthristis,"joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking","Osteoarthritis is the most common form of arthritis, affecting millions of people worldwide. It occurs when the protective cartilage that cushions the ends of your bones wears down over time.",5.0,Medium,acetaminophen | consult nearest hospital | follow up | salt baths,
Arthritis,"muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking","Arthritis is the swelling and tenderness of one or more of your joints. The main symptoms of arthritis are joint pain and stiffness, which typically worsen with age. The most common types of arthritis are osteoarthritis and rheumatoid arthritis.",5.0,Medium,exercise | use hot and cold therapy | try acupuncture | massage,
(vertigo) Paroymsal  Positional Vertigo,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness",Benign paroxysmal positional vertigo (BPPV) is one of the most common causes of vertigo — the sudden sensation that you're spinning or that the inside of your head is spinning. Benign paroxysmal positional vertigo causes brief episodes of mild to intense dizziness.,6.0,High,lie down | avoid sudden change in body | avoid abrupt head movment | relax,
Acne,"skin_rash, pus_filled_pimples, blackheads, scurring","Acne vulgaris is the formation of comedones, papules, pustules, nodules, and/or cysts as a result of obstruction and inflammation of pilosebaceous units (hair follicles and their accompanying sebaceous gland). Acne develops on the face and upper trunk. It most often affects adolescents.",3.0,Medium,bath twice | avoid fatty spicy food | drink plenty of water | avoid too many products,
Urinary tract infection,"burning_micturition, bladder_discomfort, foul_smell_of_urine, continuous_feel_of_urine","Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.",6.0,High,drink plenty of water | increase vitamin c intake | drink cranberry juice | take probiotics,
Psoriasis,"skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails","Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",3.0,Medium,wash hands with warm soapy water | stop bleeding using pressure | consult doctor | salt baths,
Impetigo,"skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze","Impetigo (im-puh-TIE-go) is a common and highly contagious skin infection that mainly affects infants and children. Impetigo usually appears as red sores on the face, especially around a child's nose and mouth, and on hands and feet. The sores burst and develop honey-colored crusts.",7.0,High,soak affected area in warm water | use antibiotics | remove scabs with wet compressed cloth | consult doctor,
Fungal infection,"itching, skin_rash, nodal_skin_eruptions, dischromic_patches","In humans, fungal infections occur when an invading fungus takes over an area of the body and is too much for the immune system to handle. Fungi can live in the air, soil, water, and plants. There are also some fungi that live naturally in the human body. Like many microbes, there are helpful fungi and harmful fungi.",4.0,Medium,bath twice | use detol or neem in bathing water | keep infected area dry | use clean cloths,
Allergy,"continuous_sneezing, shivering, chills, watering_from_eyes","An allergy is an immune system response to a foreign substance that's not typically harmful to your body.They can include certain foods, pollen, or pet dander. Your immune system's job is to keep you healthy by fighting harmful pathogens.",5.0,Medium,apply calamine | cover area with bandage | nan | use ice to compress itching,
GERD,"stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain","Gastroesophageal reflux disease, or GERD, is a digestive disorder that affects the lower esophageal sphincter (LES), the ring of muscle between the esophagus and stomach. Many people, including pregnant women, suffer from heartburn or acid indigestion caused by GERD.",7.0,High,avoid fatty spicy food | avoid lying down after eating | maintain healthy weight | exercise,
Chronic cholestasis,"itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes","Chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases",5.0,Medium,cold baths | anti itch medicine | consult doctor | eat healthy,
Drug Reaction,"itching, skin_rash, stomach_pain, burning_micturition, spotting_urination",An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.,6.0,High,stop irritation | consult nearest hospital | stop taking drug | follow up,
Peptic ulcer diseae,"vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching","Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer.",5.0,Medium,avoid fatty spicy food | consume probiotic food | eliminate milk | limit alcohol,
AIDS,"muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts","Acquired immunodeficiency syndrome (AIDS) is a chronic, potentially life-threatening condition caused by the human immunodeficiency virus (HIV). By damaging your immune system, HIV interferes with your body's ability to fight infection and disease.",7.0,High,avoid open cuts | wear ppe if possible | consult doctor | follow up,
Diabetes,"fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria","Diabetes is a disease that occurs when your blood glucose, also called blood sugar, is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin, a hormone made by the pancreas, helps glucose from food get into your cells to be used for energy.",5.0,Medium,have balanced diet | exercise | consult doctor | follow up,
Gastroenteritis,"vomiting, sunken_eyes, dehydration, diarrhoea","Gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting .",6.0,High,stop eating solid food for while | try taking small sips of water | rest | ease back into eating,
Bronchial Asthma,"fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum","Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling, the air path produces excess mucus making it hard to breathe, which results in coughing, short breath, and wheezing. The disease is chronic and interferes with daily working.",7.0,High,switch to loose cloothing | take deep breaths | get away from trigger | seek help,
Hypertension,"headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration","Hypertension (HTN or HT), also known as high blood pressure (HBP), is a long-term medical condition in which the blood pressure in the arteries is persistently elevated. High blood pressure typically does not cause symptoms.",7.0,High,meditation | salt baths | reduce stress | get proper sleep,
Migraine,"acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances","A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities.",5.0,Medium,meditation | reduce stress | use poloroid glasses in sun | consult doctor,
Cervical spondylosis,"back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance","Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).",7.0,High,use heating pad or cold pack | exercise | take otc pain reliver | consult doctor,
Paralysis (brain hemorrhage),"vomiting, headache, weakness_of_one_body_side, altered_sensorium","Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.",5.0,Medium,massage | eat healthy | exercise | consult doctor,
Jaundice,"itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain","Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it",7.0,High,drink plenty of water | consume milk thistle | eat fruits and high fiberous food | medication,
Malaria,"chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain",An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.,7.0,High,Consult nearest hospital | avoid oily food | avoid non veg food | keep mosquitos out,
Chicken pox,"itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body","Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.",7.0,High,use neem in bathing | consume neem leaves | take vaccine | avoid public places,
Dengue,"skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body","an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. — called also breakbone fever, dengue fever.",7.0,High,drink papaya leaf juice | avoid fatty spicy food | keep mosquitos away | keep hydrated,
Typhoid,"chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain","An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",7.0,High,eat high calorie vegitables | antiboitic therapy | consult doctor | medication,
hepatitis A,"joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain",Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,6.0,High,Consult nearest hospital | wash hands through | avoid fatty spicy food | medication,
Hepatitis B,"itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections","Hepatitis B is an infection of your liver. It can cause scarring of the organ, liver failure, and cancer. It can be fatal if it isn't treated. It's spread when people come in contact with the blood, open sores, or body fluids of someone who has the hepatitis B virus.",6.0,High,consult nearest hospital | vaccination | eat healthy | medication,
Hepatitis C,"fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history","Inflammation of the liver due to the hepatitis C virus (HCV), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. The damage hepatitis C does to the liver can lead to cirrhosis and its complications as well as cancer.",5.0,Medium,Consult nearest hospital | vaccination | eat healthy | medication,
Hepatitis D,"joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes","Hepatitis D, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. This swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. The condition is caused by the hepatitis D virus (HDV).",5.0,Medium,consult doctor | medication | eat healthy | follow up,
Hepatitis E,"joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding",A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does not cause chronic liver disease.,7.0,High,stop alcohol consumption | rest | consult doctor | medication,
Alcoholic hepatitis,"vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload","Alcoholic hepatitis is a diseased, inflammatory condition of the liver caused by heavy alcohol consumption over an extended period of time. It's also aggravated by binge drinking and ongoing alcohol use. If you develop this condition, you must stop drinking alcohol",7.0,High,stop alcohol consumption | consult doctor | medication | follow up,
Tuberculosis,"chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum","Tuberculosis (TB) is an infectious disease usually caused by Mycobacterium tuberculosis (MTB) bacteria. Tuberculosis generally affects the lungs, but can also affect other parts of the body. Most infections show no symptoms, in which case it is known as latent tuberculosis.",7.0,High,cover mouth | consult doctor | medication | rest,
Common Cold,"continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain","The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold.",7.0,High,drink vitamin c rich drinks | take vapour | avoid cold food | keep fever in check,
Pneumonia,"chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum","Pneumonia is an infection in one or both lungs. Bacteria, viruses, and fungi cause it. The infection causes inflammation in the air sacs in your lungs, which are called alveoli. The alveoli fill with fluid or pus, making it difficult to breathe.",7.0,High,consult doctor | medication | rest | follow up,
Dimorphic hemmorhoids(piles),"constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus",,6.0,High,avoid fatty spicy food | consume witch hazel | warm bath with epsom salt | consume alovera juice,
Heart attack,"vomiting, breathlessness, sweating, chest_pain","The death of heart muscle due to the loss of blood supply. The loss of blood supply is usually caused by a complete blockage of a coronary artery, one of the arteries that supplies blood to the heart muscle.",7.0,High,call ambulance | chew or swallow asprin | keep calm | nan,
Varicose veins,"fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf","A vein that has enlarged and twisted, often appearing as a bulging, blue blood vessel that is clearly visible through the skin. Varicose veins are most common in older adults, particularly women, and occur especially on the legs.",6.0,High,lie down flat and raise the leg high | use oinments | use vein compression | dont stand still for long,
Hypothyroidism,"fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation","Hypothyroidism, also called underactive thyroid or low thyroid, is a disorder of the endocrine system in which the thyroid gland does not produce enough thyroid hormone.",6.0,High,reduce stress | exercise | eat healthy | get proper sleep,
Hyperthyroidism,"fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation","Hyperthyroidism (overactive thyroid) occurs when your thyroid gland produces too much of the hormone thyroxine. Hyperthyroidism can accelerate your body's metabolism, causing unintentional weight loss and a rapid or irregular heartbeat.",6.0,High,eat healthy | massage | use lemon balm | take radioactive iodine treatment,
Hypoglycemia,"vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations", Hypoglycemia is a condition in which your blood sugar (glucose) level is lower than normal. Glucose is your body's main energy source. Hypoglycemia is often related to diabetes treatment. But other drugs and a variety of conditions — many rare — can cause low blood sugar in people who don't have diabetes.,5.0,Medium,lie down on side | check in pulse | drink sugary drinks | consult doctor,
Osteoarthristis,"joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking","Osteoarthritis is the most common form of arthritis, affecting millions of people worldwide. It occurs when the protective cartilage that cushions the ends of your bones wears down over time.",5.0,Medium,acetaminophen | consult nearest hospital | follow up | salt baths,
Arthritis,"muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking","Arthritis is the swelling and tenderness of one or more of your joints. The main symptoms of arthritis are joint pain and stiffness, which typically worsen with age. The most common types of arthritis are osteoarthritis and rheumatoid arthritis.",5.0,Medium,exercise | use hot and cold therapy | try acupuncture | massage,
(vertigo) Paroymsal  Positional Vertigo,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness",Benign paroxysmal positional vertigo (BPPV) is one of the most common causes of vertigo — the sudden sensation that you're spinning or that the inside of your head is spinning. Benign paroxysmal positional vertigo causes brief episodes of mild to intense dizziness.,6.0,High,lie down | avoid sudden change in body | avoid abrupt head movment | relax,
Acne,"skin_rash, pus_filled_pimples, blackheads, scurring","Acne vulgaris is the formation of comedones, papules, pustules, nodules, and/or cysts as a result of obstruction and inflammation of pilosebaceous units (hair follicles and their accompanying sebaceous gland). Acne develops on the face and upper trunk. It most often affects adolescents.",3.0,Medium,bath twice | avoid fatty spicy food | drink plenty of water | avoid too many products,
Urinary tract infection,"burning_micturition, bladder_discomfort, foul_smell_of_urine, continuous_feel_of_urine","Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.",6.0,High,drink plenty of water | increase vitamin c intake | drink cranberry juice | take probiotics,
Psoriasis,"skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails","Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",3.0,Medium,wash hands with warm soapy water | stop bleeding using pressure | consult doctor | salt baths,
Impetigo,"skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze","Impetigo (im-puh-TIE-go) is a common and highly contagious skin infection that mainly affects infants and children. Impetigo usually appears as red sores on the face, especially around a child's nose and mouth, and on hands and feet. The sores burst and develop honey-colored crusts.",7.0,High,soak affected area in warm water | use antibiotics | remove scabs with wet compressed cloth | consult doctor,
Fungal infection,"itching, skin_rash, nodal_skin_eruptions, dischromic_patches","In humans, fungal infections occur when an invading fungus takes over an area of the body and is too much for the immune system to handle. Fungi can live in the air, soil, water, and plants. There are also some fungi that live naturally in the human body. Like many microbes, there are helpful fungi and harmful fungi.",4.0,Medium,bath twice | use detol or neem in bathing water | keep infected area dry | use clean cloths,
Allergy,"continuous_sneezing, shivering, chills, watering_from_eyes","An allergy is an immune system response to a foreign substance that's not typically harmful to your body.They can include certain foods, pollen, or pet dander. Your immune system's job is to keep you healthy by fighting harmful pathogens.",5.0,Medium,apply calamine | cover area with bandage | nan | use ice to compress itching,
GERD,"stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain","Gastroesophageal reflux disease, or GERD, is a digestive disorder that affects the lower esophageal sphincter (LES), the ring of muscle between the esophagus and stomach. Many people, including pregnant women, suffer from heartburn or acid indigestion caused by GERD.",7.0,High,avoid fatty spicy food | avoid lying down after eating | maintain healthy weight | exercise,
Chronic cholestasis,"itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes","Chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases",5.0,Medium,cold baths | anti itch medicine | consult doctor | eat healthy,
Drug Reaction,"itching, skin_rash, stomach_pain, burning_micturition, spotting_urination",An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.,6.0,High,stop irritation | consult nearest hospital | stop taking drug | follow up,
Peptic ulcer diseae,"vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching","Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer.",5.0,Medium,avoid fatty spicy food | consume probiotic food | eliminate milk | limit alcohol,
AIDS,"muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts","Acquired immunodeficiency syndrome (AIDS) is a chronic, potentially life-threatening condition caused by the human immunodeficiency virus (HIV). By damaging your immune system, HIV interferes with your body's ability to fight infection and disease.",7.0,High,avoid open cuts | wear ppe if possible | consult doctor | follow up,
Diabetes,"fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria","Diabetes is a disease that occurs when your blood glucose, also called blood sugar, is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin, a hormone made by the pancreas, helps glucose from food get into your cells to be used for energy.",5.0,Medium,have balanced diet | exercise | consult doctor | follow up,
Gastroenteritis,"vomiting, sunken_eyes, dehydration, diarrhoea","Gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting .",6.0,High,stop eating solid food for while | try taking small sips of water | rest | ease back into eating,
