product_name,category,price,stock_quantity,description,prescription_required,brand_name,form,sku,image_url
Amoxicillin 10mg Injection,Antidiabetics,26.58,407,Amoxicillin 10mg Injection used for antidiabetics related conditions. Use as directed by physician.,True,LifeLine,Injection,SKU-05395,https://example.com/product/5395.png
Paracetamol 10mg Capsule,Analgesics,23.97,287,Paracetamol 10mg Capsule used for analgesics related conditions. Use as directed by physician.,True,HealthPlus,Capsule,SKU-05396,https://example.com/product/5396.png
Cetirizine 10mg Injection,Antidiabetics,10.1,491,Cetirizine 10mg Injection used for antidiabetics related conditions. Use as directed by physician.,True,MediCare,Injection,SKU-05397,https://example.com/product/5397.png
Paracetamol 100mg Syrup,Respiratory,8.42,465,Paracetamol 100mg Syrup used for respiratory related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-05398,https://example.com/product/5398.png
Vitamin B12 400mg Injection,Antihypertensives,45.51,485,Vitamin B12 400mg Injection used for antihypertensives related conditions. Use as directed by physician.,True,LifeLine,Injection,SKU-05399,https://example.com/product/5399.png
Amoxicillin 100mg Injection,Antibiotics,6.72,179,Amoxicillin 100mg Injection used for antibiotics related conditions. Use as directed by physician.,True,LifeLine,Injection,SKU-05400,https://example.com/product/5400.png
Cetirizine 10mg Tablet,Antibiotics,7.0,481,Cetirizine 10mg Tablet used for antibiotics related conditions. Use as directed by physician.,True,LifeLine,Tablet,SKU-05401,https://example.com/product/5401.png
Vitamin D 10mg Tablet,Analgesics,47.2,461,Vitamin D 10mg Tablet used for analgesics related conditions. Use as directed by physician.,True,LifeLine,Tablet,SKU-05402,https://example.com/product/5402.png
Vitamin D 10mg Capsule,Antibiotics,16.21,270,Vitamin D 10mg Capsule used for antibiotics related conditions. Use as directed by physician.,True,MediCare,Capsule,SKU-05403,https://example.com/product/5403.png
Omeprazole 200mg Syrup,Respiratory,16.91,498,Omeprazole 200mg Syrup used for respiratory related conditions. Use as directed by physician.,True,HealthPlus,Syrup,SKU-05404,https://example.com/product/5404.png
Vitamin D 500mg Tablet,Antihypertensives,41.61,436,Vitamin D 500mg Tablet used for antihypertensives related conditions. Use as directed by physician.,True,PharmaNova,Tablet,SKU-05405,https://example.com/product/5405.png
Metformin 200mg Injection,Respiratory,4.58,452,Metformin 200mg Injection used for respiratory related conditions. Use as directed by physician.,True,HealthPlus,Injection,SKU-05406,https://example.com/product/5406.png
Omeprazole 20mg Injection,Analgesics,4.5,435,Omeprazole 20mg Injection used for analgesics related conditions. Use as directed by physician.,False,MediCare,Injection,SKU-05407,https://example.com/product/5407.png
Ibuprofen 100mg Syrup,Antidiabetics,48.83,81,Ibuprofen 100mg Syrup used for antidiabetics related conditions. Use as directed by physician.,True,PharmaNova,Syrup,SKU-05408,https://example.com/product/5408.png
Omeprazole 10mg Syrup,Antibiotics,17.61,319,Omeprazole 10mg Syrup used for antibiotics related conditions. Use as directed by physician.,True,HealthPlus,Syrup,SKU-05409,https://example.com/product/5409.png
Cetirizine 200mg Tablet,Respiratory,45.28,380,Cetirizine 200mg Tablet used for respiratory related conditions. Use as directed by physician.,False,MediCare,Tablet,SKU-05410,https://example.com/product/5410.png
Salbutamol 20mg Syrup,Supplements,45.82,129,Salbutamol 20mg Syrup used for supplements related conditions. Use as directed by physician.,False,HealthPlus,Syrup,SKU-05411,https://example.com/product/5411.png
Salbutamol 500mg Syrup,Respiratory,10.75,276,Salbutamol 500mg Syrup used for respiratory related conditions. Use as directed by physician.,False,PharmaNova,Syrup,SKU-05412,https://example.com/product/5412.png
Amoxicillin 200mg Syrup,Antibiotics,3.36,461,Amoxicillin 200mg Syrup used for antibiotics related conditions. Use as directed by physician.,True,MediCare,Syrup,SKU-05413,https://example.com/product/5413.png
Salbutamol 500mg Capsule,Antidiabetics,29.74,480,Salbutamol 500mg Capsule used for antidiabetics related conditions. Use as directed by physician.,True,HealthPlus,Capsule,SKU-05414,https://example.com/product/5414.png
Salbutamol 200mg Tablet,Analgesics,21.91,35,Salbutamol 200mg Tablet used for analgesics related conditions. Use as directed by physician.,False,MediCare,Tablet,SKU-05415,https://example.com/product/5415.png
Vitamin B12 400mg Syrup,Supplements,47.77,382,Vitamin B12 400mg Syrup used for supplements related conditions. Use as directed by physician.,True,MediCare,Syrup,SKU-05416,https://example.com/product/5416.png
Vitamin D 200mg Capsule,Analgesics,6.15,262,Vitamin D 200mg Capsule used for analgesics related conditions. Use as directed by physician.,False,MediCare,Capsule,SKU-05417,https://example.com/product/5417.png
Ibuprofen 200mg Syrup,Antidiabetics,4.51,155,Ibuprofen 200mg Syrup used for antidiabetics related conditions. Use as directed by physician.,True,MediCare,Syrup,SKU-05418,https://example.com/product/5418.png
Paracetamol 200mg Injection,Analgesics,41.1,324,Paracetamol 200mg Injection used for analgesics related conditions. Use as directed by physician.,False,PharmaNova,Injection,SKU-05419,https://example.com/product/5419.png
Cetirizine 100mg Tablet,Antibiotics,26.47,499,Cetirizine 100mg Tablet used for antibiotics related conditions. Use as directed by physician.,True,LifeLine,Tablet,SKU-05420,https://example.com/product/5420.png
Metformin 20mg Injection,Antihypertensives,10.62,291,Metformin 20mg Injection used for antihypertensives related conditions. Use as directed by physician.,True,HealthPlus,Injection,SKU-05421,https://example.com/product/5421.png
Salbutamol 500mg Tablet,Supplements,4.3,203,Salbutamol 500mg Tablet used for supplements related conditions. Use as directed by physician.,True,PharmaNova,Tablet,SKU-05422,https://example.com/product/5422.png
Salbutamol 400mg Injection,Supplements,38.7,362,Salbutamol 400mg Injection used for supplements related conditions. Use as directed by physician.,True,HealthPlus,Injection,SKU-05423,https://example.com/product/5423.png
Atorvastatin 200mg Syrup,Respiratory,36.1,359,Atorvastatin 200mg Syrup used for respiratory related conditions. Use as directed by physician.,False,HealthPlus,Syrup,SKU-05424,https://example.com/product/5424.png
Vitamin B12 500mg Syrup,Antihypertensives,34.9,382,Vitamin B12 500mg Syrup used for antihypertensives related conditions. Use as directed by physician.,True,MediCare,Syrup,SKU-05425,https://example.com/product/5425.png
Cetirizine 400mg Syrup,Respiratory,17.27,183,Cetirizine 400mg Syrup used for respiratory related conditions. Use as directed by physician.,False,LifeLine,Syrup,SKU-05426,https://example.com/product/5426.png
Omeprazole 400mg Injection,Analgesics,16.63,218,Omeprazole 400mg Injection used for analgesics related conditions. Use as directed by physician.,True,PharmaNova,Injection,SKU-05427,https://example.com/product/5427.png
Salbutamol 400mg Injection,Antihypertensives,38.32,334,Salbutamol 400mg Injection used for antihypertensives related conditions. Use as directed by physician.,True,HealthPlus,Injection,SKU-05428,https://example.com/product/5428.png
Vitamin D 200mg Capsule,Antihypertensives,28.67,79,Vitamin D 200mg Capsule used for antihypertensives related conditions. Use as directed by physician.,True,PharmaNova,Capsule,SKU-05429,https://example.com/product/5429.png
Vitamin B12 200mg Capsule,Antihypertensives,42.62,360,Vitamin B12 200mg Capsule used for antihypertensives related conditions. Use as directed by physician.,True,HealthPlus,Capsule,SKU-05430,https://example.com/product/5430.png
Cetirizine 10mg Tablet,Antibiotics,13.16,202,Cetirizine 10mg Tablet used for antibiotics related conditions. Use as directed by physician.,True,LifeLine,Tablet,SKU-05431,https://example.com/product/5431.png
Salbutamol 400mg Injection,Antibiotics,10.83,279,Salbutamol 400mg Injection used for antibiotics related conditions. Use as directed by physician.,True,PharmaNova,Injection,SKU-05432,https://example.com/product/5432.png
Vitamin B12 20mg Tablet,Antihypertensives,11.73,472,Vitamin B12 20mg Tablet used for antihypertensives related conditions. Use as directed by physician.,True,MediCare,Tablet,SKU-05433,https://example.com/product/5433.png
Vitamin B12 10mg Capsule,Analgesics,14.23,51,Vitamin B12 10mg Capsule used for analgesics related conditions. Use as directed by physician.,False,LifeLine,Capsule,SKU-05434,https://example.com/product/5434.png
Atorvastatin 100mg Syrup,Supplements,42.71,66,Atorvastatin 100mg Syrup used for supplements related conditions. Use as directed by physician.,True,MediCare,Syrup,SKU-05435,https://example.com/product/5435.png
Amoxicillin 200mg Syrup,Antihypertensives,30.42,244,Amoxicillin 200mg Syrup used for antihypertensives related conditions. Use as directed by physician.,True,HealthPlus,Syrup,SKU-05436,https://example.com/product/5436.png
Vitamin B12 400mg Capsule,Respiratory,2.51,146,Vitamin B12 400mg Capsule used for respiratory related conditions. Use as directed by physician.,True,LifeLine,Capsule,SKU-05437,https://example.com/product/5437.png
Metformin 20mg Syrup,Antidiabetics,8.08,324,Metformin 20mg Syrup used for antidiabetics related conditions. Use as directed by physician.,True,MediCare,Syrup,SKU-05438,https://example.com/product/5438.png
Ibuprofen 10mg Syrup,Supplements,17.75,197,Ibuprofen 10mg Syrup used for supplements related conditions. Use as directed by physician.,True,PharmaNova,Syrup,SKU-05439,https://example.com/product/5439.png
Salbutamol 200mg Capsule,Supplements,38.75,25,Salbutamol 200mg Capsule used for supplements related conditions. Use as directed by physician.,False,LifeLine,Capsule,SKU-05440,https://example.com/product/5440.png
Omeprazole 400mg Capsule,Antidiabetics,36.93,264,Omeprazole 400mg Capsule used for antidiabetics related conditions. Use as directed by physician.,True,MediCare,Capsule,SKU-05441,https://example.com/product/5441.png
Salbutamol 200mg Capsule,Antihypertensives,40.58,141,Salbutamol 200mg Capsule used for antihypertensives related conditions. Use as directed by physician.,True,LifeLine,Capsule,SKU-05442,https://example.com/product/5442.png
Omeprazole 100mg Syrup,Antibiotics,47.04,490,Omeprazole 100mg Syrup used for antibiotics related conditions. Use as directed by physician.,True,HealthPlus,Syrup,SKU-05443,https://example.com/product/5443.png
Metformin 20mg Syrup,Supplements,39.79,423,Metformin 20mg Syrup used for supplements related conditions. Use as directed by physician.,True,HealthPlus,Syrup,SKU-05444,https://example.com/product/5444.png
Paracetamol 100mg Tablet,Respiratory,2.78,452,Paracetamol 100mg Tablet used for respiratory related conditions. Use as directed by physician.,False,LifeLine,Tablet,SKU-05445,https://example.com/product/5445.png
Amoxicillin 400mg Injection,Supplements,25.74,259,Amoxicillin 400mg Injection used for supplements related conditions. Use as directed by physician.,True,LifeLine,Injection,SKU-05446,https://example.com/product/5446.png
Vitamin D 500mg Capsule,Analgesics,28.69,418,Vitamin D 500mg Capsule used for analgesics related conditions. Use as directed by physician.,True,MediCare,Capsule,SKU-05447,https://example.com/product/5447.png
Vitamin B12 200mg Syrup,Antibiotics,18.14,377,Vitamin B12 200mg Syrup used for antibiotics related conditions. Use as directed by physician.,True,MediCare,Syrup,SKU-05448,https://example.com/product/5448.png
Cetirizine 20mg Capsule,Supplements,20.71,350,Cetirizine 20mg Capsule used for supplements related conditions. Use as directed by physician.,True,LifeLine,Capsule,SKU-05449,https://example.com/product/5449.png
Metformin 100mg Capsule,Analgesics,32.56,12,Metformin 100mg Capsule used for analgesics related conditions. Use as directed by physician.,False,LifeLine,Capsule,SKU-05450,https://example.com/product/5450.png
Atorvastatin 10mg Tablet,Antibiotics,42.34,199,Atorvastatin 10mg Tablet used for antibiotics related conditions. Use as directed by physician.,True,MediCare,Tablet,SKU-05451,https://example.com/product/5451.png
Salbutamol 200mg Syrup,Supplements,43.59,497,Salbutamol 200mg Syrup used for supplements related conditions. Use as directed by physician.,False,HealthPlus,Syrup,SKU-05452,https://example.com/product/5452.png
Salbutamol 20mg Syrup,Analgesics,16.47,447,Salbutamol 20mg Syrup used for analgesics related conditions. Use as directed by physician.,False,MediCare,Syrup,SKU-05453,https://example.com/product/5453.png
Ibuprofen 20mg Capsule,Respiratory,48.82,452,Ibuprofen 20mg Capsule used for respiratory related conditions. Use as directed by physician.,True,LifeLine,Capsule,SKU-05454,https://example.com/product/5454.png
Metformin 500mg Injection,Antihypertensives,23.73,30,Metformin 500mg Injection used for antihypertensives related conditions. Use as directed by physician.,True,PharmaNova,Injection,SKU-05455,https://example.com/product/5455.png
Atorvastatin 200mg Tablet,Analgesics,18.88,303,Atorvastatin 200mg Tablet used for analgesics related conditions. Use as directed by physician.,False,LifeLine,Tablet,SKU-05456,https://example.com/product/5456.png
Vitamin B12 500mg Tablet,Antihypertensives,17.23,18,Vitamin B12 500mg Tablet used for antihypertensives related conditions. Use as directed by physician.,True,HealthPlus,Tablet,SKU-05457,https://example.com/product/5457.png
Vitamin D 20mg Tablet,Antibiotics,41.19,230,Vitamin D 20mg Tablet used for antibiotics related conditions. Use as directed by physician.,True,PharmaNova,Tablet,SKU-05458,https://example.com/product/5458.png
Vitamin B12 20mg Injection,Antibiotics,9.38,99,Vitamin B12 20mg Injection used for antibiotics related conditions. Use as directed by physician.,True,PharmaNova,Injection,SKU-05459,https://example.com/product/5459.png
Metformin 400mg Capsule,Supplements,48.27,477,Metformin 400mg Capsule used for supplements related conditions. Use as directed by physician.,True,MediCare,Capsule,SKU-05460,https://example.com/product/5460.png
Atorvastatin 400mg Capsule,Supplements,16.79,48,Atorvastatin 400mg Capsule used for supplements related conditions. Use as directed by physician.,False,MediCare,Capsule,SKU-05461,https://example.com/product/5461.png
Vitamin B12 10mg Injection,Antidiabetics,46.82,130,Vitamin B12 10mg Injection used for antidiabetics related conditions. Use as directed by physician.,True,PharmaNova,Injection,SKU-05462,https://example.com/product/5462.png
Amoxicillin 100mg Capsule,Respiratory,16.08,60,Amoxicillin 100mg Capsule used for respiratory related conditions. Use as directed by physician.,False,MediCare,Capsule,SKU-05463,https://example.com/product/5463.png
Metformin 20mg Tablet,Antibiotics,44.1,469,Metformin 20mg Tablet used for antibiotics related conditions. Use as directed by physician.,True,LifeLine,Tablet,SKU-05464,https://example.com/product/5464.png
Metformin 100mg Syrup,Respiratory,13.42,498,Metformin 100mg Syrup used for respiratory related conditions. Use as directed by physician.,True,HealthPlus,Syrup,SKU-05465,https://example.com/product/5465.png
Metformin 100mg Injection,Analgesics,6.83,345,Metformin 100mg Injection used for analgesics related conditions. Use as directed by physician.,False,HealthPlus,Injection,SKU-05466,https://example.com/product/5466.png
Atorvastatin 400mg Syrup,Analgesics,46.31,129,Atorvastatin 400mg Syrup used for analgesics related conditions. Use as directed by physician.,False,PharmaNova,Syrup,SKU-05467,https://example.com/product/5467.png
Vitamin B12 100mg Tablet,Antidiabetics,5.5,113,Vitamin B12 100mg Tablet used for antidiabetics related conditions. Use as directed by physician.,True,MediCare,Tablet,SKU-05468,https://example.com/product/5468.png
Vitamin D 200mg Injection,Supplements,34.22,398,Vitamin D 200mg Injection used for supplements related conditions. Use as directed by physician.,True,MediCare,Injection,SKU-05469,https://example.com/product/5469.png
Atorvastatin 400mg Syrup,Antibiotics,13.33,269,Atorvastatin 400mg Syrup used for antibiotics related conditions. Use as directed by physician.,True,MediCare,Syrup,SKU-05470,https://example.com/product/5470.png
Cetirizine 500mg Tablet,Antidiabetics,26.7,85,Cetirizine 500mg Tablet used for antidiabetics related conditions. Use as directed by physician.,True,PharmaNova,Tablet,SKU-05471,https://example.com/product/5471.png
Amoxicillin 100mg Capsule,Antihypertensives,12.98,68,Amoxicillin 100mg Capsule used for antihypertensives related conditions. Use as directed by physician.,True,HealthPlus,Capsule,SKU-05472,https://example.com/product/5472.png
Atorvastatin 100mg Injection,Analgesics,6.72,264,Atorvastatin 100mg Injection used for analgesics related conditions. Use as directed by physician.,True,PharmaNova,Injection,SKU-05473,https://example.com/product/5473.png
Omeprazole 500mg Syrup,Analgesics,35.82,228,Omeprazole 500mg Syrup used for analgesics related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-05474,https://example.com/product/5474.png
Vitamin D 100mg Syrup,Supplements,25.6,311,Vitamin D 100mg Syrup used for supplements related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-05475,https://example.com/product/5475.png
Atorvastatin 400mg Syrup,Analgesics,46.36,340,Atorvastatin 400mg Syrup used for analgesics related conditions. Use as directed by physician.,False,MediCare,Syrup,SKU-05476,https://example.com/product/5476.png
Salbutamol 10mg Injection,Analgesics,20.34,288,Salbutamol 10mg Injection used for analgesics related conditions. Use as directed by physician.,False,HealthPlus,Injection,SKU-05477,https://example.com/product/5477.png
Salbutamol 400mg Capsule,Antibiotics,3.54,85,Salbutamol 400mg Capsule used for antibiotics related conditions. Use as directed by physician.,True,LifeLine,Capsule,SKU-05478,https://example.com/product/5478.png
Vitamin B12 20mg Injection,Respiratory,26.26,77,Vitamin B12 20mg Injection used for respiratory related conditions. Use as directed by physician.,True,MediCare,Injection,SKU-05479,https://example.com/product/5479.png
Cetirizine 200mg Tablet,Supplements,21.67,157,Cetirizine 200mg Tablet used for supplements related conditions. Use as directed by physician.,False,HealthPlus,Tablet,SKU-05480,https://example.com/product/5480.png
Metformin 200mg Injection,Antihypertensives,30.78,435,Metformin 200mg Injection used for antihypertensives related conditions. Use as directed by physician.,True,MediCare,Injection,SKU-05481,https://example.com/product/5481.png
Cetirizine 100mg Syrup,Supplements,48.96,440,Cetirizine 100mg Syrup used for supplements related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-05482,https://example.com/product/5482.png
Salbutamol 400mg Syrup,Respiratory,35.31,163,Salbutamol 400mg Syrup used for respiratory related conditions. Use as directed by physician.,False,PharmaNova,Syrup,SKU-05483,https://example.com/product/5483.png
Ibuprofen 20mg Tablet,Antihypertensives,34.72,323,Ibuprofen 20mg Tablet used for antihypertensives related conditions. Use as directed by physician.,True,MediCare,Tablet,SKU-05484,https://example.com/product/5484.png
Salbutamol 500mg Tablet,Antihypertensives,46.83,274,Salbutamol 500mg Tablet used for antihypertensives related conditions. Use as directed by physician.,True,HealthPlus,Tablet,SKU-05485,https://example.com/product/5485.png
Atorvastatin 200mg Tablet,Analgesics,23.26,18,Atorvastatin 200mg Tablet used for analgesics related conditions. Use as directed by physician.,False,LifeLine,Tablet,SKU-05486,https://example.com/product/5486.png
Amoxicillin 400mg Capsule,Analgesics,43.67,469,Amoxicillin 400mg Capsule used for analgesics related conditions. Use as directed by physician.,True,PharmaNova,Capsule,SKU-05487,https://example.com/product/5487.png
Cetirizine 200mg Tablet,Respiratory,28.49,4,Cetirizine 200mg Tablet used for respiratory related conditions. Use as directed by physician.,True,LifeLine,Tablet,SKU-05488,https://example.com/product/5488.png
Metformin 100mg Syrup,Analgesics,2.45,355,Metformin 100mg Syrup used for analgesics related conditions. Use as directed by physician.,True,HealthPlus,Syrup,SKU-05489,https://example.com/product/5489.png
Amoxicillin 200mg Injection,Analgesics,35.87,10,Amoxicillin 200mg Injection used for analgesics related conditions. Use as directed by physician.,True,PharmaNova,Injection,SKU-05490,https://example.com/product/5490.png
Paracetamol 200mg Capsule,Antidiabetics,42.03,7,Paracetamol 200mg Capsule used for antidiabetics related conditions. Use as directed by physician.,True,MediCare,Capsule,SKU-05491,https://example.com/product/5491.png
Vitamin D 500mg Injection,Antibiotics,47.52,421,Vitamin D 500mg Injection used for antibiotics related conditions. Use as directed by physician.,True,HealthPlus,Injection,SKU-05492,https://example.com/product/5492.png
Vitamin D 10mg Capsule,Antidiabetics,11.97,229,Vitamin D 10mg Capsule used for antidiabetics related conditions. Use as directed by physician.,True,LifeLine,Capsule,SKU-05493,https://example.com/product/5493.png
Salbutamol 400mg Syrup,Respiratory,13.02,153,Salbutamol 400mg Syrup used for respiratory related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-05494,https://example.com/product/5494.png
Metformin 400mg Injection,Antidiabetics,38.84,399,Metformin 400mg Injection used for antidiabetics related conditions. Use as directed by physician.,True,HealthPlus,Injection,SKU-05495,https://example.com/product/5495.png
Amoxicillin 200mg Capsule,Analgesics,2.58,220,Amoxicillin 200mg Capsule used for analgesics related conditions. Use as directed by physician.,False,MediCare,Capsule,SKU-05496,https://example.com/product/5496.png
Salbutamol 100mg Tablet,Respiratory,28.2,476,Salbutamol 100mg Tablet used for respiratory related conditions. Use as directed by physician.,False,PharmaNova,Tablet,SKU-05497,https://example.com/product/5497.png
Atorvastatin 400mg Syrup,Antidiabetics,20.94,101,Atorvastatin 400mg Syrup used for antidiabetics related conditions. Use as directed by physician.,True,HealthPlus,Syrup,SKU-05498,https://example.com/product/5498.png
Atorvastatin 200mg Tablet,Antibiotics,30.65,152,Atorvastatin 200mg Tablet used for antibiotics related conditions. Use as directed by physician.,True,LifeLine,Tablet,SKU-05499,https://example.com/product/5499.png
Omeprazole 500mg Capsule,Analgesics,36.49,343,Omeprazole 500mg Capsule used for analgesics related conditions. Use as directed by physician.,True,LifeLine,Capsule,SKU-05500,https://example.com/product/5500.png
Metformin 20mg Injection,Antihypertensives,22.75,82,Metformin 20mg Injection used for antihypertensives related conditions. Use as directed by physician.,True,HealthPlus,Injection,SKU-05501,https://example.com/product/5501.png
Paracetamol 400mg Syrup,Respiratory,20.26,99,Paracetamol 400mg Syrup used for respiratory related conditions. Use as directed by physician.,True,PharmaNova,Syrup,SKU-05502,https://example.com/product/5502.png
Omeprazole 500mg Tablet,Supplements,20.31,393,Omeprazole 500mg Tablet used for supplements related conditions. Use as directed by physician.,False,MediCare,Tablet,SKU-05503,https://example.com/product/5503.png
Salbutamol 20mg Injection,Antibiotics,28.76,466,Salbutamol 20mg Injection used for antibiotics related conditions. Use as directed by physician.,True,MediCare,Injection,SKU-05504,https://example.com/product/5504.png
Vitamin D 400mg Syrup,Antidiabetics,37.77,296,Vitamin D 400mg Syrup used for antidiabetics related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-05505,https://example.com/product/5505.png
Metformin 100mg Syrup,Antidiabetics,43.44,488,Metformin 100mg Syrup used for antidiabetics related conditions. Use as directed by physician.,True,PharmaNova,Syrup,SKU-05506,https://example.com/product/5506.png
Vitamin B12 500mg Injection,Supplements,44.61,368,Vitamin B12 500mg Injection used for supplements related conditions. Use as directed by physician.,True,MediCare,Injection,SKU-05507,https://example.com/product/5507.png
Atorvastatin 20mg Injection,Antidiabetics,30.98,108,Atorvastatin 20mg Injection used for antidiabetics related conditions. Use as directed by physician.,True,HealthPlus,Injection,SKU-05508,https://example.com/product/5508.png
Salbutamol 100mg Tablet,Respiratory,15.68,65,Salbutamol 100mg Tablet used for respiratory related conditions. Use as directed by physician.,True,LifeLine,Tablet,SKU-05509,https://example.com/product/5509.png
Atorvastatin 20mg Capsule,Supplements,42.37,448,Atorvastatin 20mg Capsule used for supplements related conditions. Use as directed by physician.,False,HealthPlus,Capsule,SKU-05510,https://example.com/product/5510.png
Metformin 10mg Tablet,Antibiotics,28.11,54,Metformin 10mg Tablet used for antibiotics related conditions. Use as directed by physician.,True,PharmaNova,Tablet,SKU-05511,https://example.com/product/5511.png
Cetirizine 400mg Syrup,Respiratory,45.61,297,Cetirizine 400mg Syrup used for respiratory related conditions. Use as directed by physician.,True,PharmaNova,Syrup,SKU-05512,https://example.com/product/5512.png
Paracetamol 200mg Injection,Antidiabetics,24.69,490,Paracetamol 200mg Injection used for antidiabetics related conditions. Use as directed by physician.,True,LifeLine,Injection,SKU-05513,https://example.com/product/5513.png
Vitamin D 10mg Capsule,Antibiotics,22.16,275,Vitamin D 10mg Capsule used for antibiotics related conditions. Use as directed by physician.,True,PharmaNova,Capsule,SKU-05514,https://example.com/product/5514.png
Metformin 100mg Capsule,Supplements,16.89,473,Metformin 100mg Capsule used for supplements related conditions. Use as directed by physician.,False,LifeLine,Capsule,SKU-05515,https://example.com/product/5515.png
Ibuprofen 400mg Capsule,Respiratory,49.57,233,Ibuprofen 400mg Capsule used for respiratory related conditions. Use as directed by physician.,False,LifeLine,Capsule,SKU-05516,https://example.com/product/5516.png
Omeprazole 400mg Tablet,Antihypertensives,35.92,159,Omeprazole 400mg Tablet used for antihypertensives related conditions. Use as directed by physician.,True,LifeLine,Tablet,SKU-05517,https://example.com/product/5517.png
Omeprazole 500mg Injection,Antibiotics,5.54,87,Omeprazole 500mg Injection used for antibiotics related conditions. Use as directed by physician.,True,MediCare,Injection,SKU-05518,https://example.com/product/5518.png
Cetirizine 500mg Capsule,Supplements,6.79,487,Cetirizine 500mg Capsule used for supplements related conditions. Use as directed by physician.,True,PharmaNova,Capsule,SKU-05519,https://example.com/product/5519.png
Vitamin D 500mg Injection,Antidiabetics,2.79,85,Vitamin D 500mg Injection used for antidiabetics related conditions. Use as directed by physician.,True,MediCare,Injection,SKU-05520,https://example.com/product/5520.png
Omeprazole 20mg Tablet,Antihypertensives,15.25,127,Omeprazole 20mg Tablet used for antihypertensives related conditions. Use as directed by physician.,True,MediCare,Tablet,SKU-05521,https://example.com/product/5521.png
Amoxicillin 100mg Syrup,Respiratory,19.27,96,Amoxicillin 100mg Syrup used for respiratory related conditions. Use as directed by physician.,False,MediCare,Syrup,SKU-05522,https://example.com/product/5522.png
Metformin 20mg Capsule,Antibiotics,26.43,220,Metformin 20mg Capsule used for antibiotics related conditions. Use as directed by physician.,True,HealthPlus,Capsule,SKU-05523,https://example.com/product/5523.png
Paracetamol 200mg Syrup,Antidiabetics,24.56,414,Paracetamol 200mg Syrup used for antidiabetics related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-05524,https://example.com/product/5524.png
Salbutamol 20mg Injection,Supplements,7.75,100,Salbutamol 20mg Injection used for supplements related conditions. Use as directed by physician.,False,MediCare,Injection,SKU-05525,https://example.com/product/5525.png
Atorvastatin 400mg Capsule,Respiratory,27.67,154,Atorvastatin 400mg Capsule used for respiratory related conditions. Use as directed by physician.,True,MediCare,Capsule,SKU-05526,https://example.com/product/5526.png
Vitamin D 400mg Capsule,Antidiabetics,23.42,201,Vitamin D 400mg Capsule used for antidiabetics related conditions. Use as directed by physician.,True,PharmaNova,Capsule,SKU-05527,https://example.com/product/5527.png
Omeprazole 20mg Injection,Supplements,49.18,446,Omeprazole 20mg Injection used for supplements related conditions. Use as directed by physician.,False,LifeLine,Injection,SKU-05528,https://example.com/product/5528.png
Amoxicillin 200mg Syrup,Antidiabetics,27.62,410,Amoxicillin 200mg Syrup used for antidiabetics related conditions. Use as directed by physician.,True,MediCare,Syrup,SKU-05529,https://example.com/product/5529.png
Vitamin B12 10mg Syrup,Antihypertensives,36.19,182,Vitamin B12 10mg Syrup used for antihypertensives related conditions. Use as directed by physician.,True,MediCare,Syrup,SKU-05530,https://example.com/product/5530.png
Vitamin D 100mg Injection,Supplements,14.69,75,Vitamin D 100mg Injection used for supplements related conditions. Use as directed by physician.,False,MediCare,Injection,SKU-05531,https://example.com/product/5531.png
Atorvastatin 200mg Syrup,Supplements,27.59,60,Atorvastatin 200mg Syrup used for supplements related conditions. Use as directed by physician.,True,PharmaNova,Syrup,SKU-05532,https://example.com/product/5532.png
Atorvastatin 20mg Capsule,Antihypertensives,9.29,400,Atorvastatin 20mg Capsule used for antihypertensives related conditions. Use as directed by physician.,True,LifeLine,Capsule,SKU-05533,https://example.com/product/5533.png
Salbutamol 500mg Syrup,Antidiabetics,20.24,358,Salbutamol 500mg Syrup used for antidiabetics related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-05534,https://example.com/product/5534.png
Ibuprofen 500mg Tablet,Supplements,26.32,141,Ibuprofen 500mg Tablet used for supplements related conditions. Use as directed by physician.,False,MediCare,Tablet,SKU-05535,https://example.com/product/5535.png
Salbutamol 20mg Capsule,Antibiotics,14.9,305,Salbutamol 20mg Capsule used for antibiotics related conditions. Use as directed by physician.,True,LifeLine,Capsule,SKU-05536,https://example.com/product/5536.png
Ibuprofen 100mg Capsule,Supplements,9.54,367,Ibuprofen 100mg Capsule used for supplements related conditions. Use as directed by physician.,False,MediCare,Capsule,SKU-05537,https://example.com/product/5537.png
Metformin 10mg Injection,Analgesics,19.1,46,Metformin 10mg Injection used for analgesics related conditions. Use as directed by physician.,True,PharmaNova,Injection,SKU-05538,https://example.com/product/5538.png
Vitamin D 100mg Tablet,Respiratory,34.24,330,Vitamin D 100mg Tablet used for respiratory related conditions. Use as directed by physician.,True,LifeLine,Tablet,SKU-05539,https://example.com/product/5539.png
